,creation,namespace,grade,id,?column?
0,2021-06-07,colegioeducallis,ef 2o ano,154753,0 days 01:32:30.124012
1,2021-06-07,aescobjetivo,ef 2o ano,154859,0 days 00:50:08.078488
2,2021-06-07,aescobjetivo,ef 2o ano,155214,0 days 01:00:09.515179
3,2021-06-07,colegioeducallis,ef 3o ano,155247,0 days 01:48:17.001637
4,2021-06-07,portinari,ef 5o ano,154740,0 days 08:27:31.888459
5,2021-06-07,acessosantafelicidade,ef 5o ano,154911,0 days 00:36:33.538905
6,2021-06-07,acessoalmirantetamandare,ef 5o ano,154990,0 days 00:22:51.269578
7,2021-06-07,acessohauer,ef 5o ano,154992,0 days 00:39:01.996772
8,2021-06-07,acessocampolargokids,ef 5o ano,154993,0 days 03:24:41.768852
9,2021-06-07,acessofazendariogrande,ef 5o ano,154994,0 days 02:58:35.233988
10,2021-06-07,acessoalmirantetamandare,ef 6o ano,155012,0 days 00:59:42.797334
11,2021-06-07,colegiofuturageracao,ef 6o ano,155041,0 days 00:40:24.469101
12,2021-06-07,integradaeducativa,ef 6o ano,155123,-1 days +23:59:56.865601
13,2021-06-07,provaspoliedro,ef 6o ano,155202,0 days 00:14:23.160831
14,2021-06-07,colegioensitec,ef 7o ano,155155,0 days 00:31:05.765803
15,2021-06-07,crb,ef 7o ano,155190,0 days 03:34:24.216447
16,2021-06-07,colegioeducallis,ef 7o ano,155272,1 days 10:08:49.342320
17,2021-06-07,colegiobilac,ef 8o ano,154809,0 days 23:29:08.177133
18,2021-06-07,acessocampolargo,ef 8o ano,155000,0 days 00:36:48.559383
19,2021-06-07,colegioplanck,ef 8o ano,155093,0 days 12:02:54.426862
20,2021-06-07,crb,ef 8o ano,155217,0 days 01:39:45.357199
21,2021-06-07,integradaeducativa,ef 8o ano,155228,0 days 01:05:28.952840
22,2021-06-07,integradaeducativa,ef 8o ano,155234,0 days 01:17:58.206465
23,2021-06-07,integradaeducativa,ef 9o ano,154735,0 days 01:18:02.690757
24,2021-06-07,acessocampolargo,ef 9o ano,154997,0 days 00:06:22.659781
25,2021-06-07,integradaeducativa,ef 9o ano,155286,0 days 01:04:15.151767
26,2021-06-07,acessoalmirantetamandare,em 1a serie,154978,0 days 03:20:39.975650
27,2021-06-07,acessocampolargo,em 1a serie,154979,0 days 00:25:22.286166
28,2021-06-07,colegioeducallis,em 1a serie,155047,0 days 00:02:31.758336
29,2021-06-07,colegiobetelbrasileirosp,em 1a serie,155102,0 days 09:15:15.989219
30,2021-06-07,einsteinassis,em 1a serie,155256,0 days 04:04:46.948866
31,2021-06-07,acessoalmirantetamandare,em 2a serie,154972,0 days 03:32:40.397845
32,2021-06-07,acessosjpinhais,em 2a serie,154975,0 days 02:20:26.033230
33,2021-06-07,crb,em 2a serie,155346,0 days 01:44:45.668488
34,2021-06-07,crb,em 3a serie,155267,0 days 00:45:16.446795
35,2021-06-07,crb,em 3a serie,155342,0 days 05:56:47.893985
36,2021-06-07,prismapatrocinio,outro,154919,0 days 08:27:39.460307
0,2021-06-08,aescobjetivo,ef 2o ano,155587,-1 days +23:39:06.939916
1,2021-06-08,villalobos,ef 4o ano,155850,0 days 00:15:20.730509
2,2021-06-08,villalobos,ef 4o ano,155858,0 days 00:40:34.105379
3,2021-06-08,amadeus,ef 6o ano,155702,1 days 02:02:07.472547
4,2021-06-08,spdacruz,ef 6o ano,155777,0 days 00:09:14.757850
5,2021-06-08,spdacruz,ef 6o ano,155778,0 days 00:53:16.254691
6,2021-06-08,spdacruz,ef 6o ano,155779,0 days 04:39:09.809891
7,2021-06-08,spdacruz,ef 6o ano,155791,0 days 04:50:40.573715
8,2021-06-08,colegiobetelbrasileirosp,ef 6o ano,155891,0 days 08:42:30.603977
9,2021-06-08,crb,ef 7o ano,155382,0 days 01:18:57.409709
10,2021-06-08,integradaeducativa,ef 7o ano,155438,0 days 02:12:42.118911
11,2021-06-08,amadeus,ef 7o ano,155462,0 days 00:12:40.141095
12,2021-06-08,amadeus,ef 7o ano,155463,0 days 00:05:53.010780
13,2021-06-08,amadeus,ef 7o ano,155466,0 days 00:07:57.388639
14,2021-06-08,prismapatrocinio,ef 7o ano,155539,0 days 00:19:51.540426
15,2021-06-08,crb,ef 7o ano,155564,0 days 06:39:07.769661
16,2021-06-08,crb,ef 7o ano,155579,0 days 01:16:04.311872
17,2021-06-08,spdacruz,ef 7o ano,155732,1 days 01:46:45.878971
18,2021-06-08,crb,ef 7o ano,155767,0 days 01:51:13.516090
19,2021-06-08,crb,ef 8o ano,155377,0 days 02:20:36.399636
20,2021-06-08,educandarioterciocorreia,ef 8o ano,155395,0 days 00:00:04.774771
21,2021-06-08,portinari,ef 8o ano,155465,-1 days +23:58:15.317621
22,2021-06-08,crb,ef 8o ano,155563,0 days 02:49:04.741353
23,2021-06-08,crb,ef 8o ano,155729,0 days 02:31:50.409625
24,2021-06-08,crb,ef 8o ano,155744,0 days 03:15:59.722285
25,2021-06-08,colegioeducallis,ef 8o ano,155789,1 days 18:20:24.071766
26,2021-06-08,colegiobilac,ef 8o ano,155837,0 days 02:02:33.646675
27,2021-06-08,colegioeducallis,ef 9o ano,155487,0 days 08:24:19.787671
28,2021-06-08,colegioplanck,ef 9o ano,155615,0 days 12:02:25.505937
29,2021-06-08,colegioeducallis,ef 9o ano,155827,0 days 15:50:19.410613
30,2021-06-08,colegioup,ef 9o ano,155866,0 days 03:48:24.171015
31,2021-06-08,colegiobetelbrasileirosp,ef 9o ano,155878,0 days 02:16:12.876359
32,2021-06-08,amadeus,ef 9o ano,155893,0 days 22:45:20.378023
33,2021-06-08,crb,em 1a serie,155363,0 days 02:46:24.824544
34,2021-06-08,crb,em 1a serie,155567,0 days 03:29:39.193336
35,2021-06-08,colegioplanck,em 1a serie,155701,0 days 14:47:05.830886
36,2021-06-08,colegioplanck,em 1a serie,155741,0 days 14:58:21.848604
37,2021-06-08,colegioeducallis,em 1a serie,155752,0 days 16:18:01.708260
38,2021-06-08,crb,em 2a serie,155569,0 days 07:40:07.338750
39,2021-06-08,colegioeducallis,em 2a serie,155725,4 days 12:06:27.534237
40,2021-06-08,colegioeducallis,em 2a serie,155733,0 days 11:18:35.521399
41,2021-06-08,colegioeducallis,em 2a serie,155766,0 days 11:47:13.872886
42,2021-06-08,crb,em 3a serie,155566,0 days 02:38:33.503047
0,2021-06-09,integradaeducativa,ef 6o ano,155920,0 days 01:02:06.252604
1,2021-06-09,colegiobilac,ef 6o ano,155929,0 days 12:50:06.704831
2,2021-06-09,colegiobetelbrasileirosp,ef 6o ano,156071,0 days 00:15:54.626034
3,2021-06-09,colegiobetelbrasileirosp,ef 6o ano,156076,0 days 00:47:34.291481
4,2021-06-09,colegiobilac,ef 6o ano,156246,0 days 00:59:18.494111
5,2021-06-09,amadeus,ef 6o ano,156303,0 days 00:12:01.865527
6,2021-06-09,colegiofuturageracao,ef 6o ano,156327,-1 days +23:59:56.612448
7,2021-06-09,colegioeducallis,ef 6o ano,156387,4 days 12:07:38.554422
8,2021-06-09,colegiobetelbrasileirosp,ef 7o ano,155905,0 days 03:05:05.742148
9,2021-06-09,colegiobetelbrasileirosp,ef 7o ano,155918,0 days 12:29:39.428691
10,2021-06-09,portinari,ef 7o ano,156020,0 days 00:13:08.518602
11,2021-06-09,colegiobetelbrasileirosp,ef 7o ano,156078,0 days 09:08:08.896560
12,2021-06-09,crb,ef 7o ano,156178,0 days 04:31:33.968454
13,2021-06-09,colegiobilac,ef 7o ano,156201,0 days 01:52:47.538784
14,2021-06-09,isem,ef 7o ano,156211,10 days 07:19:59.918035
15,2021-06-09,isem,ef 7o ano,156219,7 days 17:28:33.336312
16,2021-06-09,colegiocb,ef 7o ano,156288,0 days 00:01:46.545613
17,2021-06-09,colegiofuturageracao,ef 7o ano,156322,-1 days +23:59:39.367441
18,2021-06-09,amadeus,ef 8o ano,155911,1 days 13:45:15.157314
19,2021-06-09,colegiobetelbrasileirosp,ef 8o ano,155922,0 days 00:27:04.015674
20,2021-06-09,colegiofuturageracao,ef 8o ano,156306,0 days 00:01:54.811850
21,2021-06-09,amadeus,ef 8o ano,156319,1 days 15:29:09.323739
22,2021-06-09,colegiobetelbrasileirosp,ef 8o ano,156396,0 days 00:16:21.085733
23,2021-06-09,colegiobetelbrasileirosp,ef 8o ano,156397,0 days 01:19:55.974347
24,2021-06-09,amadeus,ef 9o ano,155899,0 days 17:33:58.368539
25,2021-06-09,amadeus,ef 9o ano,155900,0 days 17:40:44.780233
26,2021-06-09,amadeus,ef 9o ano,155903,0 days 17:40:53.053432
27,2021-06-09,colegioeducallis,ef 9o ano,156116,0 days 04:20:32.945087
28,2021-06-09,colegiobetelbrasileirosp,ef 9o ano,156133,0 days 00:01:36.008844
29,2021-06-09,colegiobetelbrasileirosp,ef 9o ano,156136,0 days 10:26:44.430749
30,2021-06-09,colegiofuturageracao,ef 9o ano,156181,-1 days +23:59:56.545084
31,2021-06-09,colegioiguatemy,ef 9o ano,156428,0 days 00:00:30.665487
32,2021-06-09,crb,em 1a serie,156043,0 days 07:18:11.140852
33,2021-06-09,colegioeducallis,em 1a serie,156103,2 days 05:13:20.617730
34,2021-06-09,colegiobetelbrasileirosp,em 1a serie,156140,0 days 01:55:02.684897
35,2021-06-09,einsteinassis,em 1a serie,156142,0 days 04:28:54.553813
36,2021-06-09,colegiobetelbrasileirosp,em 1a serie,156148,0 days 02:00:19.243071
37,2021-06-09,colegiobetelbrasileirosp,em 1a serie,156152,0 days 07:36:33.311905
38,2021-06-09,colegiobetelbrasileirosp,em 1a serie,156153,0 days 00:21:23.888484
39,2021-06-09,colegiobatistaindependente,em 1a serie,156363,0 days 13:24:08.690877
40,2021-06-09,colegioeducallis,em 2a serie,156044,0 days 20:43:24.882347
41,2021-06-09,colegiobetelbrasileirosp,em 2a serie,156143,0 days 02:43:38.286567
42,2021-06-09,colegiobetelbrasileirosp,em 2a serie,156149,0 days 06:33:09.542866
43,2021-06-09,colegiobatistaindependente,em 2a serie,156353,1 days 00:38:29.069546
44,2021-06-09,crb,em 3a serie,156159,0 days 05:47:33.533621
45,2021-06-09,colegiobatistaindependente,em 3a serie,156340,0 days 07:23:48.243876
0,2021-06-10,amadeus,ef 3o ano,156771,0 days 01:44:17.308550
1,2021-06-10,villalobos,ef 4o ano,156624,-1 days +23:59:52.613794
2,2021-06-10,villalobos,ef 4o ano,156634,0 days 01:15:47.375556
3,2021-06-10,stellamarisjuveve,ef 4o ano,156659,0 days 00:57:26.338468
4,2021-06-10,stellamarisjuveve,ef 4o ano,156678,0 days 00:59:54.985455
5,2021-06-10,stellamarisjuveve,ef 6o ano,156689,0 days 00:00:25.410868
6,2021-06-10,amadeus,ef 7o ano,156648,0 days 00:00:34.218061
7,2021-06-10,colegioeducallis,ef 7o ano,156652,2 days 06:04:09.830742
8,2021-06-10,amadeus,ef 7o ano,156655,0 days 00:10:59.112583
9,2021-06-10,stellamarisaguaverde,ef 7o ano,156772,0 days 06:56:44.543397
10,2021-06-10,amadeus,ef 8o ano,156693,0 days 15:19:22.712555
11,2021-06-10,spdacruz,ef 8o ano,156976,0 days 01:43:47.123398
12,2021-06-10,colegiobilac,ef 8o ano,157066,0 days 00:38:45.592378
13,2021-06-10,colegiobilac,ef 9o ano,156606,0 days 00:26:18.368363
14,2021-06-10,colegiobetelbrasileirosp,ef 9o ano,156619,0 days 02:06:20.181136
15,2021-06-10,amadeus,ef 9o ano,156620,0 days 17:55:59.872342
16,2021-06-10,stellamarisjuveve,ef 9o ano,156672,0 days 00:17:54.601467
17,2021-06-10,stellamarisjuveve,ef 9o ano,156702,0 days 01:27:31.153350
18,2021-06-10,colegioplanck,ef 9o ano,156727,0 days 07:24:29.417515
19,2021-06-10,colegioeducallis,ef 9o ano,156907,0 days 20:34:46.971421
20,2021-06-10,crb,em 1a serie,156709,0 days 04:46:46.551220
21,2021-06-10,einsteinassis,em 1a serie,156782,-1 days +23:51:16.597820
22,2021-06-10,colegioeducallis,em 1a serie,156878,0 days 02:06:39.384037
23,2021-06-10,psantagema,em 1a serie,157074,1 days 13:26:13.024100
24,2021-06-10,psantagema,em 1a serie,157182,0 days 00:47:20.063513
25,2021-06-10,crb,em 2a serie,156776,0 days 03:12:11.638412
26,2021-06-10,crb,em 2a serie,156801,0 days 02:24:21.743848
27,2021-06-10,crb,em 2a serie,156870,0 days 04:18:54.146793
28,2021-06-10,colegioeducallis,em 2a serie,156887,0 days 00:03:23.564256
29,2021-06-10,psantagema,em 2a serie,157188,0 days 00:11:14.924608
30,2021-06-10,crb,em 3a serie,156895,0 days 03:32:37.632071
31,2021-06-10,psantagema,em 3a serie,157192,0 days 02:37:00.855919
0,2021-06-11,villalobos,ef 5o ano,157697,0 days 05:14:27.491112
1,2021-06-11,colegioeducallis,ef 6o ano,157473,0 days 17:57:58.596186
2,2021-06-11,amadeus,ef 6o ano,157640,0 days 07:06:45.602567
3,2021-06-11,colegioeducallis,ef 7o ano,157368,0 days 20:56:30.964965
4,2021-06-11,colegioeducallis,ef 7o ano,157481,0 days 02:34:44.153302
5,2021-06-11,amadeus,ef 7o ano,157499,0 days 00:03:43.099857
6,2021-06-11,pioxi,ef 8o ano,157355,0 days 03:10:26.751841
7,2021-06-11,colegioeducallis,ef 8o ano,157382,0 days 20:46:55.629228
8,2021-06-11,colegioeducallis,ef 8o ano,157493,0 days 05:42:38.457101
9,2021-06-11,pioxi,ef 8o ano,157561,0 days 00:06:29.135837
10,2021-06-11,einsteinassis,ef 8o ano,157573,0 days 00:33:54.102318
11,2021-06-11,amadeus,ef 8o ano,157601,0 days 07:56:09.569663
12,2021-06-11,colegiocb,ef 9o ano,157343,0 days 00:01:17.669465
13,2021-06-11,colegioeducallis,ef 9o ano,157369,1 days 04:45:17.724331
14,2021-06-11,amadeus,ef 9o ano,157562,0 days 12:10:04.446333
15,2021-06-11,colegioplanck,ef 9o ano,157731,0 days 18:29:09.737484
16,2021-06-11,villalobos,ef 9o ano,157752,0 days 00:44:52.798670
17,2021-06-11,colegioeducallis,em 1a serie,157370,0 days 15:25:17.203645
18,2021-06-11,elitecuritibaemilianoperneta,em 1a serie,157444,-1 days +22:54:21.198160
19,2021-06-11,elitecuritibaemilianoperneta,em 1a serie,157448,0 days 01:44:04.274738
20,2021-06-11,elitecuritibaemilianoperneta,em 1a serie,157456,0 days 02:02:31.536521
21,2021-06-11,colegioup,em 2a serie,157507,0 days 00:02:24.234988
22,2021-06-11,colegioeducallis,em 2a serie,157717,4 days 17:17:28.243236
23,2021-06-11,nucleocriativo,outro,157765,0 days 04:26:37.969663
0,2021-06-12,villalobos,ef 5o ano,157885,0 days 03:02:49.449863
1,2021-06-12,colegiojoaopaulo,ef 7o ano,157993,0 days 06:34:57.170276
2,2021-06-12,colegiofuturageracao,ef 7o ano,158016,0 days 01:21:36.363836
3,2021-06-12,colegiofuturageracao,ef 9o ano,157919,0 days 02:40:44.352536
4,2021-06-12,universobarcarena,ef 9o ano,157961,0 days 00:02:32.362543
0,2021-06-13,santoamerico,ef 6o ano,158291,0 days 07:14:44.458347
1,2021-06-13,einsteinassis,ef 6o ano,158328,0 days 00:43:04.296518
2,2021-06-13,colegiojoaopaulo,ef 7o ano,158177,0 days 12:50:09.819876
3,2021-06-13,integradaeducativa,ef 7o ano,158309,0 days 01:15:42.957314
4,2021-06-13,pioxi,ef 8o ano,158048,0 days 04:02:39.953659
5,2021-06-13,colegiofuturageracao,ef 8o ano,158174,0 days 02:18:28.196707
6,2021-06-13,colegiobilac,ef 8o ano,158250,0 days 00:00:00.355142
7,2021-06-13,pioxi,ef 8o ano,158338,0 days 00:37:05.052450
8,2021-06-13,colegiobilac,ef 9o ano,158096,0 days 02:20:53.791973
9,2021-06-13,santoamerico,ef 9o ano,158207,1 days 01:42:38.917547
10,2021-06-13,ceespacolivre,em 1a serie,158182,0 days 03:32:38.724290
11,2021-06-13,ceespacolivre,em 2a serie,158358,0 days 01:36:48.267508
12,2021-06-13,integradaeducativa,em 3a serie,158118,0 days 05:03:18.935848
0,2021-06-14,aescobjetivo,ef 2o ano,159227,0 days 05:19:34.392166
1,2021-06-14,aescobjetivo,ef 2o ano,159265,0 days 00:16:33.718183
2,2021-06-14,aescobjetivo,ef 2o ano,159328,0 days 00:17:04.818029
3,2021-06-14,cbpdigital,ef 3o ano,159303,0 days 00:04:35.209601
4,2021-06-14,cbpdigital,ef 4o ano,159277,0 days 00:22:13.191729
5,2021-06-14,villalobos,ef 5o ano,158912,0 days 04:03:34.998415
6,2021-06-14,cbpdigital,ef 5o ano,159282,0 days 00:01:42.301060
7,2021-06-14,colegiofuturageracao,ef 6o ano,158768,0 days 00:27:53.748389
8,2021-06-14,amadeus,ef 6o ano,158832,0 days 10:23:15.315875
9,2021-06-14,educandarioterciocorreia,ef 6o ano,158906,0 days 00:04:05.671883
10,2021-06-14,pioxi,ef 6o ano,159183,0 days 00:14:04.828238
11,2021-06-14,amadeus,ef 6o ano,159247,0 days 04:29:18.559304
12,2021-06-14,educandarioterciocorreia,ef 6o ano,159318,0 days 11:01:55.173635
13,2021-06-14,colegiobilac,ef 6o ano,159332,0 days 01:18:55.600550
14,2021-06-14,colegiobilac,ef 6o ano,159336,0 days 00:26:26.529869
15,2021-06-14,colegiobetelbrasileirosp,ef 6o ano,159407,0 days 00:09:05.466654
16,2021-06-14,colegioup,ef 6o ano,159441,0 days 00:33:57.991636
17,2021-06-14,integradaeducativa,ef 7o ano,158627,0 days 02:03:43.402008
18,2021-06-14,colegioglobal,ef 7o ano,158727,0 days 03:31:27.861800
19,2021-06-14,colegiofuturageracao,ef 7o ano,158828,0 days 00:00:07.967921
20,2021-06-14,educandarioterciocorreia,ef 7o ano,158857,0 days 00:00:05.916895
21,2021-06-14,colegiobilac,ef 7o ano,158901,0 days 01:23:23.742320
22,2021-06-14,amadeus,ef 7o ano,158970,0 days 00:03:45.949517
23,2021-06-14,integradaeducativa,ef 7o ano,159322,0 days 00:01:44.987998
24,2021-06-14,integradaeducativa,ef 7o ano,159355,0 days 09:35:47.054072
25,2021-06-14,santoamerico,ef 7o ano,159401,0 days 02:27:52.929104
26,2021-06-14,colegiodasamericas,ef 7o ano,159420,0 days 00:00:10.895603
27,2021-06-14,colegiodasamericas,ef 7o ano,159422,0 days 00:04:15.757177
28,2021-06-14,colegiodasamericas,ef 7o ano,159423,0 days 00:01:55.125279
29,2021-06-14,santoamerico,ef 7o ano,159469,0 days 03:35:32.122049
30,2021-06-14,integradaeducativa,ef 8o ano,158729,0 days 00:22:22.639232
31,2021-06-14,integradaeducativa,ef 8o ano,158742,0 days 01:05:03.964525
32,2021-06-14,spdacruz,ef 8o ano,158745,0 days 04:23:46.203909
33,2021-06-14,einsteinassis,ef 8o ano,158824,0 days 00:20:28.442330
34,2021-06-14,amadeus,ef 8o ano,159054,0 days 00:50:53.789270
35,2021-06-14,colegiofuturageracao,ef 8o ano,159058,0 days 01:56:56.258695
36,2021-06-14,colegiofuturageracao,ef 8o ano,159132,0 days 00:07:38.901775
37,2021-06-14,amadeus,ef 8o ano,159233,0 days 05:20:29.111873
38,2021-06-14,colegiobilac,ef 8o ano,159262,0 days 02:12:39.727170
39,2021-06-14,educandarioterciocorreia,ef 8o ano,159473,-1 days +23:18:09.649308
40,2021-06-14,integradaeducativa,ef 9o ano,158590,0 days 01:42:17.465769
41,2021-06-14,colegioglobal,ef 9o ano,158642,0 days 22:34:29.683719
42,2021-06-14,integradaeducativa,ef 9o ano,158753,0 days 01:28:02.042402
43,2021-06-14,integradaeducativa,ef 9o ano,158759,0 days 00:24:18.426377
44,2021-06-14,acessocampolargo,ef 9o ano,159014,0 days 06:41:19.591010
45,2021-06-14,acessocampolargo,ef 9o ano,159019,0 days 03:00:08.876678
46,2021-06-14,acessosjpinhais,ef 9o ano,159086,0 days 00:16:29.505331
47,2021-06-14,colegiofuturageracao,ef 9o ano,159204,0 days 00:05:41.632480
48,2021-06-14,colegiobilac,ef 9o ano,159234,0 days 00:00:00.629627
49,2021-06-14,colegiobetelbrasileirosp,em 1a serie,158644,0 days 07:52:10.207708
50,2021-06-14,crb,em 1a serie,158676,0 days 05:15:05.826527
51,2021-06-14,ceespacolivre,em 1a serie,158905,0 days 10:34:35.109734
52,2021-06-14,ceespacolivre,em 1a serie,159073,0 days 05:02:09.677701
53,2021-06-14,crb,em 1a serie,159164,0 days 05:13:55.516326
54,2021-06-14,psantagema,em 1a serie,159360,0 days 00:37:32.107452
55,2021-06-14,colegiodasamericas,em 1a serie,159372,0 days 00:00:42.685119
56,2021-06-14,spdacruz,em 1a serie,159462,0 days 00:00:48.487707
57,2021-06-14,colegiobetelbrasileirosp,em 2a serie,158641,0 days 07:16:01.703128
58,2021-06-14,ceespacolivre,em 2a serie,158950,0 days 01:23:06.520404
59,2021-06-14,acessocampolargo,em 2a serie,158975,0 days 08:05:09.741632
60,2021-06-14,acessocampolargo,em 2a serie,158988,0 days 00:20:04.531108
61,2021-06-14,colegioup,em 2a serie,159098,0 days 00:21:44.768247
62,2021-06-14,ceespacolivre,em 2a serie,159099,0 days 00:43:01.449404
63,2021-06-14,crb,em 2a serie,159304,0 days 04:10:27.646573
64,2021-06-14,spdacruz,em 2a serie,159349,0 days 00:05:22.031890
65,2021-06-14,spdacruz,em 2a serie,159359,0 days 01:00:40.383449
66,2021-06-14,colegiodasamericas,em 2a serie,159380,0 days 00:10:59.954826
67,2021-06-14,colegiodasamericas,em 2a serie,159381,0 days 01:32:00.731040
68,2021-06-14,colegiodasamericas,em 2a serie,159383,0 days 00:01:25.018446
69,2021-06-14,colegiodasamericas,em 2a serie,159386,0 days 00:00:56.443971
